Data_Percentage,HF_Token_Precision,HF_Token_Recall,HF_Token_F1,HF_Token_Accuracy,Span_Strict_Precision,Span_Strict_Recall,Span_Strict_F1,Span_Unlabeled_Precision,Span_Unlabeled_Recall,Span_Unlabeled_F1,Span_Loose_Precision,Span_Loose_Recall,Span_Loose_F1
10,0.7045908183632734,0.7308488612836439,0.717479674796748,0.976897689768977,0.7413972888425443,0.7360248447204969,0.7387012987012986,0.7924921793534933,0.7867494824016563,0.7896103896103897,0.8050052137643379,0.7888198757763976,0.7968303634922892
