Data_Percentage,HF_Token_Precision,HF_Token_Recall,HF_Token_F1,HF_Token_Accuracy,Span_Strict_Precision,Span_Strict_Recall,Span_Strict_F1,Span_Unlabeled_Precision,Span_Unlabeled_Recall,Span_Unlabeled_F1,Span_Loose_Precision,Span_Loose_Recall,Span_Loose_F1
10,0.8641528075086449,0.8840970350404312,0.8740111582979431,0.97942442959297,0.8879353861686017,0.8889824797843666,0.8884586244633387,0.9527174827528184,0.9538409703504043,0.9532788955299267,0.9108194514554938,0.9076819407008087,0.9092479894611043
