Data_Percentage,HF_Token_Precision,HF_Token_Recall,HF_Token_F1,HF_Token_Accuracy,Span_Strict_Precision,Span_Strict_Recall,Span_Strict_F1,Span_Unlabeled_Precision,Span_Unlabeled_Recall,Span_Unlabeled_F1,Span_Loose_Precision,Span_Loose_Recall,Span_Loose_F1
100,0.7865853658536586,0.8012422360248447,0.7938461538461539,0.9836971648972126,0.8121085594989561,0.8053830227743272,0.8087318087318087,0.8580375782881002,0.8509316770186336,0.8544698544698546,0.8549060542797495,0.8519668737060041,0.8534339334054196
