Data_Percentage,HF_Token_Precision,HF_Token_Recall,HF_Token_F1,HF_Token_Accuracy,Span_Strict_Precision,Span_Strict_Recall,Span_Strict_F1,Span_Unlabeled_Precision,Span_Unlabeled_Recall,Span_Unlabeled_F1,Span_Loose_Precision,Span_Loose_Recall,Span_Loose_F1
10,0.871137409598948,0.8928571428571429,0.8818635607321131,0.9811000915768758,0.893109243697479,0.8952156334231806,0.8941611980481239,0.9559663865546218,0.9582210242587601,0.9570923775870772,0.9152941176470588,0.9142520215633423,0.9147727728200513
