method_id,method_label,k_shot,metric_value_percent,score_source,source_path,color
bert,BERT,5,37.97890809420737,test,models/bert_conll_kshot_fixed_final600_report/k5_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k5_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k5_seed242/training_summary.json,#8F8F8F
bert,BERT,10,51.13428367456161,test,models/bert_conll_kshot_fixed_final600_report/k10_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k10_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k10_seed242/training_summary.json,#8F8F8F
bert,BERT,20,63.34522790008828,test,models/bert_conll_kshot_fixed_final600_report/k20_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k20_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k20_seed242/training_summary.json,#8F8F8F
bert,BERT,50,74.13585595677404,test,models/bert_conll_kshot_fixed_final600_report/k50_seed42/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k50_seed142/training_summary.json;models/bert_conll_kshot_fixed_final600_report/k50_seed242/training_summary.json,#8F8F8F
pat_perm_bart,OADA BART single teacher,5,47.01969392613281,test,reports/single_bart_tagging/k5_seed42_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k5_seed142_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k5_seed242_pat_perm_bart_pattern_01_test_metrics.json,#F58518
pat_perm_bart,OADA BART single teacher,10,53.850340125147035,test,reports/single_bart_tagging/k10_seed42_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k10_seed142_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k10_seed242_pat_perm_bart_pattern_01_test_metrics.json,#F58518
pat_perm_bart,OADA BART single teacher,20,61.76496671067731,test,reports/single_bart_tagging/k20_seed42_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k20_seed142_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k20_seed242_pat_perm_bart_pattern_01_test_metrics.json,#F58518
pat_perm_bart,OADA BART single teacher,50,72.44178823835847,test,reports/single_bart_tagging/k50_seed42_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k50_seed142_pat_perm_bart_pattern_01_test_metrics.json;reports/single_bart_tagging/k50_seed242_pat_perm_bart_pattern_01_test_metrics.json,#F58518
pat_perm_bart_to_bert,OADA BART single teacher confidence → BERT,5,52.26894828357867,test,models/bert_conll_distilled_fixed_final600_report/k5_seed42/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k5_seed142/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k5_seed242/pat_perm_bart_to_bert/hard_argmax/training_summary.json,#54A24B
pat_perm_bart_to_bert,OADA BART single teacher confidence → BERT,10,60.39338096956239,test,models/bert_conll_distilled_fixed_final600_report/k10_seed42/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k10_seed142/pat_perm_bart_to_bert/hard_argmax/training_summary.json;models/bert_conll_distilled_fixed_final600_report/k10_seed242/pat_perm_bart_to_bert/hard_argmax/training_summary.json,#54A24B
