Split_Name,K_shot,Split_Seed,Run_Index,Eval_Split,N_Train_Sentences,N_Eval_Sentences,Max_Train_Steps,Train_Steps,Best_Span_F1_Step,Early_Stopped,Train_Batch_Size,Eval_Batch_Size,Learning_Rate,HF_Token_Precision,HF_Token_Recall,HF_Token_F1,HF_Token_Accuracy,Span_Strict_Precision,Span_Strict_Recall,Span_Strict_F1,Span_Unlabeled_Precision,Span_Unlabeled_Recall,Span_Unlabeled_F1,Span_Loose_Precision,Span_Loose_Recall,Span_Loose_F1
k50_seed242,50,242,7,test,95,3453,600,600,450,0,16,16,2e-05,0.6884596334819217,0.7388377037562013,0.7127595931971626,0.9503199258892217,0.7121884602253329,0.7391920623671155,0.7254390540775518,0.8757255035848412,0.9089298369950389,0.892018779342723,0.7504267668146125,0.771793054571226,0.7609599592055963
k50_seed42,50,42,8,mini_eval,86,200,600,600,390,0,16,16,2e-05,0.654891304347826,0.7280966767371602,0.6895565092989987,0.952275600505689,0.6713091922005571,0.7280966767371602,0.6985507246376812,0.8189415041782729,0.8882175226586103,0.8521739130434782,0.7576601671309192,0.7915407854984894,0.7742299961975121
k50_seed42,50,42,8,validation,86,2992,600,600,390,0,16,16,2e-05,0.7059506050058014,0.7671109510086456,0.7352611135088477,0.9566087282731024,0.7362996048788868,0.7719740634005764,0.7537149388903542,0.8622229857412815,0.9039985590778098,0.8826167238195727,0.8026112351829583,0.8177233429394812,0.8100968172574553
k50_seed42,50,42,8,test,86,3453,600,600,390,0,16,16,2e-05,0.671239432126336,0.7455705173635719,0.7064551330479308,0.9499321369325894,0.7062052903011147,0.7521261516654855,0.7284427284427286,0.8462818166694394,0.9013111268603827,0.872930072930073,0.7687572783230744,0.7934089298369951,0.7808885972730158
k5_seed142,5,142,9,mini_eval,10,200,600,600,540,0,16,16,2e-05,0.38489208633093525,0.32326283987915405,0.35139573070607555,0.9013906447534766,0.39705882352941174,0.32628398791540786,0.3582089552238806,0.7058823529411765,0.5800604229607251,0.6368159203980099,0.5588235294117647,0.4199395770392749,0.4795279164775307
k5_seed142,5,142,9,validation,10,2992,600,600,540,0,16,16,2e-05,0.4217272536247111,0.3614913544668588,0.3892929880709921,0.8961485557083907,0.43704839062842127,0.3595100864553314,0.3945053859076984,0.7002408583315086,0.5760086455331412,0.6320782686036168,0.5708342456754981,0.44686599423631124,0.5012997005091031
k5_seed142,5,142,9,test,10,3453,600,600,540,0,16,16,2e-05,0.39223964616003215,0.3456768249468462,0.36748916933509135,0.8895878665144236,0.407384099014055,0.3440822111977321,0.37306694841994037,0.6782043213761275,0.5728206945428774,0.621073864182115,0.5431088735053493,0.43320340184266476,0.4819699956954626
k5_seed242,5,242,10,mini_eval,9,200,600,600,495,0,16,16,2e-05,0.6971830985915493,0.2990936555891239,0.41860465116279066,0.8979140328697851,0.7578125,0.2930513595166163,0.42265795206971685,0.859375,0.3323262839879154,0.4793028322440087,0.8203125,0.31419939577039274,0.4543657810972184
k5_seed242,5,242,10,validation,9,2992,600,600,495,0,16,16,2e-05,0.6291953093408815,0.2802593659942363,0.3877881619937694,0.8865407861281314,0.668804397617957,0.26296829971181557,0.37750484809308343,0.8002748511223088,0.3146613832853026,0.45171299288946354,0.7755382501145213,0.2979106628242075,0.43046503909465617
k5_seed242,5,242,10,test,9,3453,600,600,495,0,16,16,2e-05,0.6147816349384099,0.29181431608788094,0.395770755737114,0.8833401555464593,0.633957654723127,0.2758681785967399,0.3844444444444444,0.7577361563517915,0.32973068745570516,0.4595061728395062,0.756514657980456,0.31768249468462084,0.4474624852923004
k5_seed42,5,42,11,mini_eval,10,200,600,600,360,0,16,16,2e-05,0.45384615384615384,0.3564954682779456,0.39932318104906933,0.9026548672566371,0.5221674876847291,0.3202416918429003,0.3970037453183521,0.7536945812807881,0.4622356495468278,0.5730337078651685,0.6354679802955665,0.3685800604229607,0.4665530274957385
k5_seed42,5,42,11,validation,10,2992,600,600,360,0,16,16,2e-05,0.4648624061860359,0.3681556195965418,0.4108955673937079,0.8943353757659123,0.5404469625432798,0.30925792507204614,0.39340130599152257,0.7494491658797607,0.42885446685878964,0.5455378622980869,0.6509285489455461,0.3593299711815562,0.4630461056728889
k5_seed42,5,42,11,test,10,3453,600,600,360,0,16,16,2e-05,0.4373240961247023,0.35790219702338766,0.3936470817499756,0.8878859038714264,0.49645591153955204,0.3102409638554217,0.38185584996183625,0.6991777714771761,0.43692416725726435,0.5377821393523062,0.6277289481145449,0.3720765414599575,0.4672173106154016
